ability,8,10,ENG
able,10,10,ENG
about,9,10,ENG
above,9,10,ENG
abroad,7,10,ENG
absence,8,10,ENG
absolute,8,10,ENG
absolutely,9,10,ENG
absorb,8,10,ENG
abstract,8,10,ENG
abundant,8,10,ENG
abuse,5,10,ENG
academic,1,10,ENG
academically,1,10,ENG
accept,9,10,ENG
acceptable,9,10,ENG
accepted,7,10,ENG
access,8,10,ENG
accessible,2,10,ENG
accident,2,10,ENG
accompany,7,10,ENG
accomplish,8,10,ENG
accomplished,7,10,ENG
accomplishment,5,10,ENG
according,7,10,ENG
accordingly,8,10,ENG
account,9,10,ENG
accountant,6,10,ENG
accounting,6,10,ENG
accuracy,8,10,ENG
accurate,9,10,ENG
accurately,8,10,ENG
accustomed,5,10,ENG
achieve,8,10,ENG
achievement,1,10,ENG
acknowledge,9,10,ENG
acquainted,7,10,ENG
acquire,6,10,ENG
acquired,6,10,ENG
across,10,10,ENG
act,6,10,ENG
acting,7,10,ENG
action,10,10,ENG
active,7,10,ENG
actively,7,10,ENG
activity,8,10,ENG
actor,3,10,ENG
acts,8,10,ENG
actual,8,10,ENG
actually,9,10,ENG
ad,7,10,ENG
adage,3,10,ENG
adapt,8,10,ENG
add,9,10,ENG
added,9,10,ENG
addicted,4,10,ENG
addiction,4,10,ENG
addictive,4,10,ENG
addition,8,10,ENG
additional,8,10,ENG
additionally,8,10,ENG
address,9,10,ENG
adequate,8,10,ENG
adjust,8,10,ENG
administration,6,10,ENG
admire,5,10,ENG
admission,1,10,ENG
admit,9,10,ENG
admitted,7,10,ENG
admittedly,9,10,ENG
adolescence,5,10,ENG
adolescent,5,10,ENG
adopt,8,10,ENG
adopted,7,10,ENG
adult,3,10,ENG
adulthood,5,10,ENG
advance,10,10,ENG
advanced,1,10,ENG
advancement,1,10,ENG
advancing,10,10,ENG
advantage,8,10,ENG
advantageous,8,10,ENG
advent,8,10,ENG
adventure,3,10,ENG
adventurous,5,10,ENG
adverse,8,10,ENG
adversely,8,10,ENG
advert,3,10,ENG
advertise,9,10,ENG
advertisement,3,10,ENG
advertiser,3,10,ENG
advertising,6,10,ENG
advice,9,10,ENG
advisable,9,10,ENG
advise,9,10,ENG
advised,7,10,ENG
advocate,7,10,ENG
affect,8,10,ENG
affected,8,10,ENG
affecting,8,10,ENG
affection,5,10,ENG
afford,6,10,ENG
affordable,6,10,ENG
aforementioned,8,10,ENG
afraid,9,10,ENG
after,7,10,ENG
afternoon,10,10,ENG
afterwards,7,10,ENG
again,10,10,ENG
against,10,10,ENG
age,7,10,ENG
aged,7,10,ENG
agency,6,10,ENG
agent,7,10,ENG
aggressive,5,10,ENG
ago,9,10,ENG
agree,9,10,ENG
agreed,7,10,ENG
agreeing,9,10,ENG
agreement,6,10,ENG
agriculture,6,10,ENG
ahead,10,10,ENG
aid,6,10,ENG
aids,4,10,ENG
aim,8,10,ENG
aiming,8,10,ENG
air,2,10,ENG
airplane,2,10,ENG
airport,2,10,ENG
alcohol,4,10,ENG
alert,10,10,ENG
alike,5,10,ENG
alive,10,10,ENG
all,10,10,ENG
allocate,6,10,ENG
allow,8,10,ENG
allowance,6,10,ENG
almost,10,10,ENG
alone,10,10,ENG
along,10,10,ENG
already,9,10,ENG
also,7,10,ENG
alternate,10,10,ENG
alternative,8,10,ENG
although,8,10,ENG
altogether,10,10,ENG
always,9,10,ENG
am,9,10,ENG
