1,global,0.18514088301306666,0.06603632039049882,76314,GER,ITA,50
1,local,0.17042539654030203,NA,1722,GER,ITA,50
2,global,0.3332772910506986,0.08145530961739916,34960,GER,ITA,50
2,local,0.5873660607966853,NA,342,GER,ITA,50
3,global,0.3271235585110618,0.055676072387223836,253228,GER,ITA,50
3,local,0.5010209663227227,NA,21756,GER,ITA,50
4,global,0.2506247933707568,0.0732995245209822,34960,GER,ITA,50
4,local,0.18145799404635424,NA,342,GER,ITA,50
5,global,0.3259999762187724,0.13376599117401358,11118,GER,ITA,50
5,local,0.5878548124743767,NA,30,GER,ITA,50
6,global,0.24783520769923204,0.059459041192075825,67414,GER,ITA,50
6,local,0.2629041135083104,NA,1332,GER,ITA,50
7,global,0.23295833518483125,0.10500172051202275,27660,GER,ITA,50
7,local,0.35223088499731786,NA,210,GER,ITA,50
8,global,0.2895811238753931,0.05178591204667077,235914,GER,ITA,50
8,local,0.4124664367878817,NA,18632,GER,ITA,50
9,global,0.26703386723076356,0.08186699356107252,45850,GER,ITA,50
9,local,0.35994683088294543,NA,600,GER,ITA,50
10,global,0.2665584604696315,0.1082532446306562,12964,GER,ITA,50
10,local,0.40045688229791687,NA,42,GER,ITA,50
11,global,0.30688428557146724,0.071590102181102,51268,GER,ITA,50
11,local,0.3919077651705789,NA,756,GER,ITA,50
12,global,0.25606589122409606,0.04342590047925026,190750,GER,ITA,50
12,local,0.2695432910279834,NA,11772,GER,ITA,50
13,global,0.235096160588683,0.06230585295540115,86928,GER,ITA,50
13,local,0.30812877271396233,NA,2256,GER,ITA,50
14,global,0.2460853472008277,0.08335996916289176,20328,GER,ITA,50
14,local,0.12801182075697953,NA,110,GER,ITA,50
15,global,0.27369649512638444,0.07534459294651982,38598,GER,ITA,50
15,local,0.19299100333666824,NA,420,GER,ITA,50
16,global,0.2779586247292647,0.09442862616638631,69198,GER,ITA,50
16,local,0.28887021200578605,NA,1406,GER,ITA,50
17,global,0.23190325276052332,0.06055514229307729,106200,GER,ITA,50
17,local,0.43093460677661394,NA,3422,GER,ITA,50
18,global,0.2776709165361466,0.07676693326180054,102714,GER,ITA,50
18,local,0.3211792007056556,NA,3192,GER,ITA,50
19,global,0.29647952988477283,0.109308365901264,44040,GER,ITA,50
19,local,0.4769341230655578,NA,552,GER,ITA,50
20,global,0.3772558616071696,0.08901596479428461,27660,GER,ITA,50
20,local,0.7583978477951745,NA,210,GER,ITA,50
21,global,0.3480019676587541,0.08265693688572077,31314,GER,ITA,50
21,local,0.45713553851204497,NA,272,GER,ITA,50
22,global,0.20631652170155948,0.09725433974648653,14808,GER,ITA,50
22,local,0.3769896156624313,NA,56,GER,ITA,50
23,global,0.2348510842913136,0.05898138031476,93964,GER,ITA,50
23,local,0.27940942743440744,NA,2652,GER,ITA,50
24,global,0.23791922307565608,0.09338683996670243,31314,GER,ITA,50
24,local,0.3192686261619331,NA,272,GER,ITA,50
25,global,0.24097288327012892,0.1721751100203432,12964,GER,ITA,50
25,local,0.5839610558093788,NA,42,GER,ITA,50
26,global,0.3023459644594577,0.10819480382716201,34960,GER,ITA,50
26,local,0.3818045715407783,NA,342,GER,ITA,50
27,global,0.21828769592631989,0.11424272899691747,16650,GER,ITA,50
27,local,0.5457888381999814,NA,72,GER,ITA,50
28,global,0.33047592509699014,0.08414858133372637,36780,GER,ITA,50
28,local,0.4386587929197941,NA,380,GER,ITA,50
29,global,0.28058474395595967,0.07873397281231022,69198,GER,ITA,50
29,local,0.3644659195871845,NA,1406,GER,ITA,50
30,global,0.2744129212643062,0.07447984675204265,53070,GER,ITA,50
30,local,0.29789713407018054,NA,812,GER,ITA,50
31,global,0.2009991550047176,0.05042026229295052,81630,GER,ITA,50
31,local,0.162653414568587,NA,1980,GER,ITA,50
32,global,0.2765637000464985,0.05118483529593458,152478,GER,ITA,50
32,local,0.3483954180248092,NA,7310,GER,ITA,50
33,global,0.28773051650200177,0.09632995099898356,25830,GER,ITA,50
33,local,0.4140895163196787,NA,182,GER,ITA,50
34,global,0.2804717381693022,0.05926927878547514,102714,GER,ITA,50
34,local,0.3468764933649164,NA,3192,GER,ITA,50
35,global,0.2762529057456694,0.11708495758963698,20328,GER,ITA,50
35,local,0.5277827388097591,NA,110,GER,ITA,50
36,global,0.2570650160322786,0.06784033331221782,83398,GER,ITA,50
36,local,0.28297980540914325,NA,2070,GER,ITA,50
37,global,0.2395131543024302,0.09955200386972103,16650,GER,ITA,50
37,local,0.6086755487996817,NA,72,GER,ITA,50
38,global,0.26736501845221544,0.1312452121421211,9270,GER,ITA,50
38,local,0.6069739723932063,NA,20,GER,ITA,50
39,global,0.3075597411953313,0.08503681103434599,12964,GER,ITA,50
39,local,0.15381533156906835,NA,42,GER,ITA,50
40,global,0.25032415179572726,0.06512326618824217,69198,GER,ITA,50
40,local,0.18050528677217667,NA,1406,GER,ITA,50
41,global,0.20389747498589608,0.08864723431961738,22164,GER,ITA,50
41,local,0.31719610515488056,NA,132,GER,ITA,50
42,global,0.22038419642538273,0.06118588824954389,62050,GER,ITA,50
42,local,0.2004526704178277,NA,1122,GER,ITA,50
43,global,0.2571387299973473,0.0825397807523982,49464,GER,ITA,50
43,local,0.3442336011428966,NA,702,GER,ITA,50
44,global,0.2741327430957198,0.05408150022174078,106200,GER,ITA,50
44,local,0.3355396450537968,NA,3422,GER,ITA,50
45,global,0.2530541136025997,0.08493786101022405,69198,GER,ITA,50
45,local,0.3463665193702154,NA,1406,GER,ITA,50
46,global,0.26056183158947677,0.10941559071526108,33138,GER,ITA,50
46,local,0.28116010321906026,NA,306,GER,ITA,50
47,global,0.3172142340143452,0.08904008569981453,69198,GER,ITA,50
47,local,0.7199970680620833,NA,1406,GER,ITA,50
48,global,0.24317375694003907,0.0931393387511389,22164,GER,ITA,50
48,local,0.31149935080192487,NA,132,GER,ITA,50
49,global,0.2600227628063802,0.04793207425474996,88690,GER,ITA,50
49,local,0.2829188105512744,NA,2352,GER,ITA,50
50,global,0.2590788160898937,0.046663270524031575,291678,GER,ITA,50
50,local,0.32936445453117874,NA,29756,GER,ITA,50
1,global,0.22370147128505072,0.057885251571293254,80304,POL,RUM,50
1,local,0.25033430207710494,NA,1722,POL,RUM,50
2,global,0.3336934090058778,0.09151030587415605,42504,POL,RUM,50
2,local,0.5334718855224845,NA,462,POL,RUM,50
3,global,0.35053967988137796,0.0719978265592844,270600,POL,RUM,50
3,local,0.4848971997317842,NA,22350,POL,RUM,50
4,global,0.25163880442777964,0.058601764391783266,44413,POL,RUM,50
4,local,0.26372218994205127,NA,506,POL,RUM,50
5,global,0.3463379570509974,0.1045791449168218,17505,POL,RUM,50
5,local,0.707890419541981,NA,72,POL,RUM,50
6,global,0.2513216871283363,0.06084873885296611,78433,POL,RUM,50
6,local,0.2976977527546573,NA,1640,POL,RUM,50
7,global,0.2808516359835056,0.11723174278790476,31008,POL,RUM,50
7,local,0.6089287230524424,NA,240,POL,RUM,50
8,global,0.3137245808373743,0.06041008958433313,237120,POL,RUM,50
8,local,0.4562744422873264,NA,16770,POL,RUM,50
9,global,0.25274169480960174,0.06474304817306237,52029,POL,RUM,50
9,local,0.24336255083390695,NA,702,POL,RUM,50
10,global,0.2474947180230713,0.09891869541616041,21373,POL,RUM,50
10,local,-0.02259951077110817,NA,110,POL,RUM,50
11,global,0.3376542603376665,0.07294159882303634,55825,POL,RUM,50
11,local,0.47589315935876847,NA,812,POL,RUM,50
12,global,0.31550517543073364,0.056960308270385646,187153,POL,RUM,50
12,local,0.36871701715996497,NA,10100,POL,RUM,50
13,global,0.21540011433415474,0.06001539494997613,98904,POL,RUM,50
13,local,0.17222818103062884,NA,2652,POL,RUM,50
14,global,0.3068270772464661,0.08778391858526612,25233,POL,RUM,50
14,local,0.297473198347493,NA,156,POL,RUM,50
15,global,0.28864721830982487,0.07439254401010591,48225,POL,RUM,50
15,local,0.2420101357598083,NA,600,POL,RUM,50
16,global,0.36171772217244,0.07718992300633931,67165,POL,RUM,50
16,local,0.5482663378032895,NA,1190,POL,RUM,50
17,global,0.2933120317727165,0.054761407918396454,104445,POL,RUM,50
17,local,0.44085150389924954,NA,2970,POL,RUM,50
18,global,0.2680657348120924,0.06982870494768147,126429,POL,RUM,50
18,local,0.29255890169019755,NA,4422,POL,RUM,50
19,global,0.2733494113459579,0.08453249422097772,53928,POL,RUM,50
19,local,0.41207087738301845,NA,756,POL,RUM,50
20,global,0.4177779238284924,0.09851390109955499,31008,POL,RUM,50
20,local,0.7098250928738391,NA,240,POL,RUM,50
21,global,0.3671156093214967,0.08610305411222038,32929,POL,RUM,50
21,local,0.3270613870368803,NA,272,POL,RUM,50
22,global,0.28905915750843286,0.08300256195755136,21373,POL,RUM,50
22,local,0.37304187859764504,NA,110,POL,RUM,50
23,global,0.2876888077715532,0.062158120092592355,93345,POL,RUM,50
23,local,0.32413569686913446,NA,2352,POL,RUM,50
24,global,0.3017771559141475,0.07067268261218905,38680,POL,RUM,50
24,local,0.26865429782965466,NA,380,POL,RUM,50
25,global,0.33645268155212626,0.1128927229116681,17505,POL,RUM,50
25,local,0.42594568555208007,NA,72,POL,RUM,50
26,global,0.3480484856169082,0.09523396931737282,32929,POL,RUM,50
26,local,0.49315568850420616,NA,272,POL,RUM,50
27,global,0.178914578209484,0.1287170108581563,15568,POL,RUM,50
27,local,0.15678756161507112,NA,56,POL,RUM,50
28,global,0.28100626981776855,0.07732531624328949,38680,POL,RUM,50
28,local,0.23749390298661535,NA,380,POL,RUM,50
29,global,0.3433813401321879,0.07674099545057696,63393,POL,RUM,50
29,local,0.41685492755737474,NA,1056,POL,RUM,50
30,global,0.25714003067109414,0.07025809615440631,67165,POL,RUM,50
30,local,0.22474958617503446,NA,1190,POL,RUM,50
31,global,0.20076145606937587,0.06013250117773805,93345,POL,RUM,50
31,local,0.23578818797559198,NA,2352,POL,RUM,50
32,global,0.31580673236096235,0.06066264667567253,165985,POL,RUM,50
32,local,0.38983934365003947,NA,7832,POL,RUM,50
33,global,0.3390277012406588,0.10570734547097413,34848,POL,RUM,50
33,local,0.5223105327530825,NA,306,POL,RUM,50
34,global,0.3042618107621634,0.05538030665803586,128248,POL,RUM,50
34,local,0.3315145870513369,NA,4556,POL,RUM,50
35,global,0.2441676476989841,0.10592873833693832,17505,POL,RUM,50
35,local,0.3905574993883114,NA,72,POL,RUM,50
36,global,0.3075841677621519,0.07000552482653657,87768,POL,RUM,50
36,local,0.36833687036977014,NA,2070,POL,RUM,50
37,global,0.29587545188811015,0.14032817651227927,19440,POL,RUM,50
37,local,0.5411616412476487,NA,90,POL,RUM,50
38,global,0.29318334843245286,0.16688046920881655,7800,POL,RUM,50
38,local,0.9189396345835659,NA,12,POL,RUM,50
39,global,0.30418194423740486,0.11611335052577737,13629,POL,RUM,50
39,local,0.09712500448662142,NA,42,POL,RUM,50
40,global,0.27045277039747473,0.056828647829704836,74685,POL,RUM,50
40,local,0.26355650307273004,NA,1482,POL,RUM,50
41,global,0.24790589470715035,0.07755725316050073,27160,POL,RUM,50
41,local,0.0270210911406082,NA,182,POL,RUM,50
42,global,0.23542353445606415,0.05480218190072494,80304,POL,RUM,50
42,local,0.25119873908437684,NA,1722,POL,RUM,50
43,global,0.27592998098625315,0.07134591078038946,59613,POL,RUM,50
43,local,0.3833328127884191,NA,930,POL,RUM,50
44,global,0.3159596836201873,0.053174893629457654,115473,POL,RUM,50
44,local,0.39638034430341607,NA,3660,POL,RUM,50
45,global,0.2910962409623722,0.08631647104697644,69048,POL,RUM,50
45,local,0.43062203531225707,NA,1260,POL,RUM,50
46,global,0.3049246307912803,0.08713027828032806,38680,POL,RUM,50
46,local,0.4077247627537127,NA,380,POL,RUM,50
47,global,0.3235814365305996,0.11553404228831823,80304,POL,RUM,50
47,local,0.7322274202583642,NA,1722,POL,RUM,50
48,global,0.2709678757763033,0.0836736561590022,38680,POL,RUM,50
48,local,0.2570347846316082,NA,380,POL,RUM,50
49,global,0.23809684343453422,0.053529814656879046,108129,POL,RUM,50
49,local,0.24696780369679952,NA,3192,POL,RUM,50
50,global,0.2854003239697341,0.04656776873432467,320913,POL,RUM,50
50,local,0.34527689756002805,NA,32580,POL,RUM,50
1,global,0.1808832540163547,0.0658738531787786,84870,GER,NEP,50
1,local,0.2386956877177492,NA,1980,GER,NEP,50
2,global,0.275616755405141,0.0817514523621784,36328,GER,NEP,50
2,local,0.4436245862909529,NA,342,GER,NEP,50
3,global,0.273772442494302,0.057276861328412115,252390,GER,NEP,50
3,local,0.44278258978474405,NA,19740,GER,NEP,50
4,global,0.19308225482982574,0.05662290904069061,34434,GER,NEP,50
4,local,0.1914698776486333,NA,306,GER,NEP,50
5,global,0.3075715003083746,0.14127740760040572,11550,GER,NEP,50
5,local,0.6469310081655029,NA,30,GER,NEP,50
6,global,0.17949729690126784,0.04211606010531729,79338,GER,NEP,50
6,local,0.1810663780562898,NA,1722,GER,NEP,50
7,global,0.2120462449896456,0.08316488391359998,24934,GER,NEP,50
7,local,0.31439159376707254,NA,156,GER,NEP,50
8,global,0.23222081602256553,0.06057615732667672,230784,GER,NEP,50
8,local,0.3514724054818796,NA,16256,GER,NEP,50
9,global,0.20609283136542592,0.07948848103733092,53284,GER,NEP,50
9,local,0.1997865001746675,NA,756,GER,NEP,50
10,global,0.22626084456502454,0.0990376446431008,17298,GER,NEP,50
10,local,0.4133523434706561,NA,72,GER,NEP,50
11,global,0.2168054742552486,0.06038459102878678,60768,GER,NEP,50
11,local,0.26807741068995683,NA,992,GER,NEP,50
12,global,0.22244468445150792,0.04332736672095261,202020,GER,NEP,50
12,local,0.2744406795741398,NA,12210,GER,NEP,50
13,global,0.18839859441018822,0.06268038341879188,83028,GER,NEP,50
13,local,0.23538895681098942,NA,1892,GER,NEP,50
14,global,0.1638471095404767,0.07998548590817615,34434,GER,NEP,50
14,local,-0.02881073865104106,NA,306,GER,NEP,50
15,global,0.17102696210205792,0.0515897869321449,53284,GER,NEP,50
15,local,0.14008147208822216,NA,756,GER,NEP,50
16,global,0.23063827382713983,0.07101332417961613,75640,GER,NEP,50
16,local,0.2389836816464866,NA,1560,GER,NEP,50
17,global,0.20502128106607748,0.04108214894033152,105000,GER,NEP,50
17,local,0.366460857266135,NA,3080,GER,NEP,50
18,global,0.215367065727431,0.05466268388518816,121290,GER,NEP,50
18,local,0.23695193576647486,NA,4160,GER,NEP,50
19,global,0.24441578538397013,0.07007249715179842,53284,GER,NEP,50
19,local,0.541259260434647,NA,756,GER,NEP,50
20,global,0.29040532089355403,0.08686187671669755,28740,GER,NEP,50
20,local,0.23979998014090628,NA,210,GER,NEP,50
21,global,0.2668050544413476,0.07199990995608266,36328,GER,NEP,50
21,local,0.4062504716564126,NA,342,GER,NEP,50
22,global,0.24934024481771477,0.08410135859322278,19210,GER,NEP,50
22,local,0.30168587462411933,NA,90,GER,NEP,50
23,global,0.1974014462510213,0.0557485261701921,83028,GER,NEP,50
23,local,0.21870557261820195,NA,1892,GER,NEP,50
24,global,0.2210033349684887,0.06401130419178351,34434,GER,NEP,50
24,local,0.21679090795384928,NA,306,GER,NEP,50
25,global,0.18448373749285188,0.10955928219359759,13468,GER,NEP,50
25,local,0.6984114976855179,NA,42,GER,NEP,50
26,global,0.277409118174309,0.09800863701811156,30640,GER,NEP,50
26,local,0.41910604233196175,NA,240,GER,NEP,50
27,global,0.22113756122070366,0.08293412520530014,17298,GER,NEP,50
27,local,0.19816126044374366,NA,72,GER,NEP,50
28,global,0.2327557098014117,0.08471495808003995,38220,GER,NEP,50
28,local,0.29281821452464707,NA,380,GER,NEP,50
29,global,0.22621604708371612,0.06701417672553972,73788,GER,NEP,50
29,local,0.27670060459549706,NA,1482,GER,NEP,50
30,global,0.2293885309575229,0.062385861511826644,58900,GER,NEP,50
30,local,0.35138516670623055,NA,930,GER,NEP,50
31,global,0.17153334734286477,0.05300807481198035,86710,GER,NEP,50
31,local,0.2530528581979844,NA,2070,GER,NEP,50
32,global,0.22318871632801784,0.056175966883296055,158670,GER,NEP,50
32,local,0.33629665189734836,NA,7310,GER,NEP,50
33,global,0.26511592639266307,0.09623061201342607,26838,GER,NEP,50
33,local,0.4976468053191658,NA,182,GER,NEP,50
34,global,0.228320835485527,0.04821031426332352,119488,GER,NEP,50
34,local,0.2984118652010955,NA,4032,GER,NEP,50
35,global,0.22451181598533673,0.10043978610739883,24934,GER,NEP,50
35,local,0.33749072186323653,NA,156,GER,NEP,50
36,global,0.20423559883209733,0.055059056915204484,84870,GER,NEP,50
36,local,0.21699420367128625,NA,1980,GER,NEP,50
37,global,0.12802571221997275,0.075838193727887,19210,GER,NEP,50
37,local,0.028139720190603134,NA,90,GER,NEP,50
38,global,0.15813163273732045,0.07982732213698218,13468,GER,NEP,50
38,local,0.23809977178993028,NA,42,GER,NEP,50
39,global,0.22907475958730747,0.10667881417820946,15384,GER,NEP,50
39,local,0.09946800621685628,NA,56,GER,NEP,50
40,global,0.18662081202958344,0.05724142188535852,83028,GER,NEP,50
40,local,0.19837974299194006,NA,1892,GER,NEP,50
41,global,0.20843253022759353,0.08648806593296997,21120,GER,NEP,50
41,local,0.3143820484758841,NA,110,GER,NEP,50
42,global,0.1606799853701582,0.06581067979065158,75640,GER,NEP,50
42,local,0.10958560574134411,NA,1560,GER,NEP,50
43,global,0.22968343122833135,0.07022960940928039,57030,GER,NEP,50
43,local,0.2979691768382337,NA,870,GER,NEP,50
44,global,0.22848945413929214,0.05170430834338843,117684,GER,NEP,50
44,local,0.3478683931402053,NA,3906,GER,NEP,50
45,global,0.21770654164410697,0.07326164373769593,71934,GER,NEP,50
45,local,0.3825474631740945,NA,1406,GER,NEP,50
46,global,0.2253731455328982,0.06669617910427862,49530,GER,NEP,50
46,local,0.3495067712135205,NA,650,GER,NEP,50
47,global,0.2512734631826207,0.09441195847811426,73788,GER,NEP,50
47,local,0.6649886637245854,NA,1482,GER,NEP,50
48,global,0.22894412433781186,0.0704035280237222,36328,GER,NEP,50
48,local,0.26898735033493726,NA,342,GER,NEP,50
49,global,0.1922941903781184,0.044920161357660665,94050,GER,NEP,50
49,local,0.16508062289299996,NA,2450,GER,NEP,50
50,global,0.2073062457262163,0.04639897672193285,313608,GER,NEP,50
50,local,0.29034454874740484,NA,31862,GER,NEP,50
1,global,0.20505014714152273,0.058955637121062186,67636,ARA,URD,50
1,local,0.20945086931333784,NA,1332,ARA,URD,50
2,global,0.3105112118543295,0.10950108121914923,35074,ARA,URD,50
2,local,0.4842116726219486,NA,342,ARA,URD,50
3,global,0.32793316785443494,0.06836842215490696,244666,ARA,URD,50
3,local,0.4919419195809751,NA,20022,ARA,URD,50
4,global,0.20350754106620117,0.05125303344056065,42366,ARA,URD,50
4,local,0.09338004331146722,NA,506,ARA,URD,50
5,global,0.3202199522299672,0.13569503909081557,14856,ARA,URD,50
5,local,0.6733955341502964,NA,56,ARA,URD,50
6,global,0.1924741944553573,0.04822759122994277,74784,ARA,URD,50
6,local,0.21300599512537055,NA,1640,ARA,URD,50
7,global,0.28441998200670304,0.12661761684520734,25914,ARA,URD,50
7,local,0.6627040601927948,NA,182,ARA,URD,50
8,global,0.2840687593331204,0.05489586346551761,227154,ARA,URD,50
8,local,0.37976462359200114,NA,17030,ARA,URD,50
9,global,0.2847060235831947,0.08392599606025848,44184,ARA,URD,50
9,local,0.4705798496263336,NA,552,ARA,URD,50
10,global,0.22973624149495955,0.08987817218191509,16704,ARA,URD,50
10,local,0.1409309741470996,NA,72,ARA,URD,50
11,global,0.3487865419077099,0.09703965106030679,55050,ARA,URD,50
11,local,0.6106969213339454,NA,870,ARA,URD,50
12,global,0.25831320848168404,0.0455034056379335,169824,ARA,URD,50
12,local,0.29393953659004757,NA,9120,ARA,URD,50
13,global,0.22382673316094182,0.06429827953906152,85446,ARA,URD,50
13,local,0.2582276504983106,NA,2162,ARA,URD,50
14,global,0.2550752981345179,0.08469282700374255,24076,ARA,URD,50
14,local,0.23254773003919638,NA,156,ARA,URD,50
15,global,0.2374794200244374,0.06470234305017258,36900,ARA,URD,50
15,local,0.3565591628086,NA,380,ARA,URD,50
16,global,0.3124234932533239,0.07712491950086037,71214,ARA,URD,50
16,local,0.41846389373946435,NA,1482,ARA,URD,50
17,global,0.2247385185003975,0.06870198187735406,104806,ARA,URD,50
17,local,0.36990000454581146,NA,3306,ARA,URD,50
18,global,0.26108309321556356,0.06600929567458336,115264,ARA,URD,50
18,local,0.2282387979873618,NA,4032,ARA,URD,50
19,global,0.3025340855477757,0.08427706976864184,44184,ARA,URD,50
19,local,0.5391853743967564,NA,552,ARA,URD,50
20,global,0.36057168081532215,0.09449685549382084,29584,ARA,URD,50
20,local,0.579541713697997,NA,240,ARA,URD,50
21,global,0.3108068746969065,0.10072954242607077,31416,ARA,URD,50
21,local,0.41465542078529777,NA,272,ARA,URD,50
