"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.449166666666666
"Tswana","Herero",0.38625
"Shona","Herero",0.466666666666667
"Ndonga","Herero",0.365833333333333
"Swati","Herero",0.344166666666667
"Tsonga","Herero",0.5325
"Venda","Herero",0.434583333333333
"Kongo","Herero",0.477916666666667
"Tumbuka","Herero",0.510416666666667
"Kikuyu","Herero",0.392916666666667
"Luganda","Herero",0.524583333333333
"Kinyarwanda","Herero",0.490833333333333
"Lingala","Herero",0.498333333333333
"Kirundi","Herero",0.619166666666667
"Igbo","Herero",0.509166666666667
"Bambara","Herero",0.561666666666667
"Tigrinya","Herero",0.4025
"Afar","Herero",0.472083333333333
"Amharic","Herero",0.57375
"Kanuri","Herero",0.440416666666667
"Wolof","Herero",0.4675
"Egyptian Arabic","Herero",0.762916666666667
"Kabyle","Herero",0.498333333333333
"Latin","Herero",0.6275
"Neapolitan","Herero",0.694166666666667
"Spanish","Herero",0.694166666666667
"English","Herero",0.775
"French","Herero",0.72
"Dutch","Herero",0.858333333333333
"Icelandic","Herero",0.614166666666666
"Irish","Herero",0.595416666666667
"Serbian","Herero",0.647083333333333
"Russian","Herero",0.6675
"Bashkir","Herero",0.69625
"Chuvash","Herero",0.737916666666667
"Erzya","Herero",0.63125
"Estonian","Herero",0.532083333333333
"Gagauz","Herero",0.667916666666667
"Latvian","Herero",0.649583333333333
"Vepsian","Herero",0.607916666666667
"Czech","Herero",0.691666666666667
"Meadow Mari","Herero",0.554583333333333
"Bulgarian","Herero",0.625416666666666
"Belarusian","Herero",0.59375
"Hungarian","Herero",0.68125
"Lithuanian","Herero",0.633333333333333
"Kalmyk","Herero",0.323333333333333
"Armenian","Herero",0.45125
"Kurdish (Sorani)","Herero",0.613333333333333
"Abkhazian","Herero",0.46125
"Kabardian","Herero",0.467916666666667
"Turkish","Herero",0.654583333333333
"Ossetian","Herero",0.502916666666667
"Hebrew","Herero",0.730416666666667
"Sindhi","Herero",0.63
"Eastern Punjabi","Herero",0.6925
"Kazakh","Herero",0.41125
"Sakha","Herero",0.5325
"Korean","Herero",0.589583333333333
"Chinese","Herero",0.7375
"Nuosu","Herero",0.438333333333333
"Japanese","Herero",0.82
"Tibetan","Herero",0.670833333333333
"Bengali","Herero",0.814166666666667
"Kashmiri","Herero",0.71125
"Gujarati","Herero",0.75375
"Telugu","Herero",0.739166666666667
"Tamil","Herero",0.762916666666667
"Malayalam","Herero",0.645
"Sinhalese","Herero",0.638333333333333
"Burmese","Herero",0.751666666666667
