"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.636363636363635
"Tswana","Herero",0.636363636363635
"Shona","Herero",0.636363636363635
"Ndonga","Herero",0.727272727272728
"Swati","Herero",0.636363636363635
"Tsonga","Herero",0.727272727272728
"Venda","Herero",0.545454545454546
"Kongo","Herero",0.818181818181818
"Tumbuka","Herero",0.818181818181818
"Kikuyu","Herero",0.636363636363635
"Luganda","Herero",0.727272727272728
"Kinyarwanda","Herero",0.636363636363635
"Lingala","Herero",0.909090909090908
"Kirundi","Herero",0.727272727272728
"Igbo","Herero",0.727272727272728
"Bambara","Herero",0.727272727272728
"Tigrinya","Herero",0.727272727272728
"Afar","Herero",0.545454545454546
"Amharic","Herero",0.818181818181818
"Kanuri","Herero",0.636363636363635
"Wolof","Herero",0.727272727272728
"Egyptian Arabic","Herero",0.818181818181818
"Kabyle","Herero",0.727272727272728
"Latin","Herero",0.818181818181818
"Neapolitan","Herero",0.818181818181818
"Spanish","Herero",0.727272727272728
"English","Herero",0.818181818181818
"French","Herero",0.818181818181818
"Dutch","Herero",0.818181818181818
"Icelandic","Herero",0.636363636363635
"Irish","Herero",0.727272727272728
"Serbian","Herero",0.727272727272728
"Russian","Herero",0.727272727272728
"Bashkir","Herero",0.818181818181818
"Chuvash","Herero",0.818181818181818
"Erzya","Herero",0.727272727272728
"Estonian","Herero",0.818181818181818
"Gagauz","Herero",0.727272727272728
"Latvian","Herero",0.818181818181818
"Vepsian","Herero",0.727272727272728
"Czech","Herero",0.727272727272728
"Meadow Mari","Herero",0.818181818181818
"Bulgarian","Herero",0.727272727272728
"Belarusian","Herero",0.818181818181818
"Hungarian","Herero",0.818181818181818
"Lithuanian","Herero",0.818181818181818
"Kalmyk","Herero",0.636363636363635
"Armenian","Herero",0.727272727272728
"Kurdish (Sorani)","Herero",0.818181818181818
"Abkhazian","Herero",0.454545454545454
"Kabardian","Herero",0.727272727272728
"Turkish","Herero",0.727272727272728
"Ossetian","Herero",0.636363636363635
"Hebrew","Herero",0.818181818181818
"Sindhi","Herero",0.818181818181818
"Eastern Punjabi","Herero",0.727272727272728
"Kazakh","Herero",0.636363636363635
"Sakha","Herero",0.545454545454546
"Korean","Herero",0.909090909090908
"Chinese","Herero",0.909090909090908
"Nuosu","Herero",0.818181818181818
"Japanese","Herero",0.727272727272728
"Tibetan","Herero",0.727272727272728
"Bengali","Herero",0.818181818181818
"Kashmiri","Herero",0.727272727272728
"Gujarati","Herero",0.818181818181818
"Telugu","Herero",0.727272727272728
"Tamil","Herero",0.818181818181818
"Malayalam","Herero",0.818181818181818
"Sinhalese","Herero",0.818181818181818
"Burmese","Herero",0.818181818181818
"Vietnamese","Herero",0.909090909090908
"Khmer","Herero",0.818181818181818
"Malay","Herero",0.909090909090908
"Thai","Herero",0.909090909090908
"Cebuano","Herero",0.909090909090908
"Banyumasan","Herero",0.818181818181818
"Minangkabau","Herero",0.909090909090908
"Tetum","Herero",0.727272727272728
"Nauruan","Herero",0.909090909090908
"Chamorro","Herero",0.727272727272728
"Samoan","Herero",0.909090909090908
"Tongan","Herero",0.909090909090908
"Maori","Herero",0.909090909090908
"Hawaiian","Herero",0.818181818181818
"Tahitian","Herero",0.909090909090908
"Inupiak","Herero",0.545454545454546
"Cheyenne","Herero",0.727272727272728
"Choctaw","Herero",0.909090909090908
"Muscogee","Herero",0.909090909090908
"Cherokee","Herero",0.818181818181818
"Navajo","Herero",0.818181818181818
"Haitian","Herero",0.727272727272728
"Aymara","Herero",0.818181818181818
"Guarani","Herero",0.818181818181818
"Herero","Zulu",0.636363636363635
"Zulu","Zulu",0
"Tswana","Zulu",0
"Shona","Zulu",0.272727272727273
"Ndonga","Zulu",0.181818181818182
"Swati","Zulu",0.363636363636364
"Tsonga","Zulu",0.181818181818182
"Venda","Zulu",0.454545454545454
"Kongo","Zulu",0.636363636363635
"Tumbuka","Zulu",0.454545454545454
"Kikuyu","Zulu",0.454545454545454
"Luganda","Zulu",0.545454545454546
"Kinyarwanda","Zulu",0.363636363636364
"Lingala","Zulu",0.636363636363635
"Kirundi","Zulu",0.636363636363635
"Igbo","Zulu",0.454545454545454
"Bambara","Zulu",0.545454545454546
"Tigrinya","Zulu",0.545454545454546
"Afar","Zulu",0.727272727272728
"Amharic","Zulu",0.636363636363635
"Kanuri","Zulu",0.636363636363635
"Wolof","Zulu",0.363636363636364
"Egyptian Arabic","Zulu",0.636363636363635
"Kabyle","Zulu",0.545454545454546
"Latin","Zulu",0.636363636363635
"Neapolitan","Zulu",0.636363636363635
"Spanish","Zulu",0.545454545454546
"English","Zulu",0.636363636363635
"French","Zulu",0.636363636363635
"Dutch","Zulu",0.636363636363635
"Icelandic","Zulu",0.454545454545454
"Irish","Zulu",0.363636363636364
"Serbian","Zulu",0.454545454545454
"Russian","Zulu",0.545454545454546
"Bashkir","Zulu",0.545454545454546
"Chuvash","Zulu",0.636363636363635
"Erzya","Zulu",0.545454545454546
"Estonian","Zulu",0.636363636363635
"Gagauz","Zulu",0.545454545454546
"Latvian","Zulu",0.636363636363635
"Vepsian","Zulu",0.636363636363635
"Czech","Zulu",0.545454545454546
"Meadow Mari","Zulu",0.545454545454546
"Bulgarian","Zulu",0.545454545454546
"Belarusian","Zulu",0.727272727272728
"Hungarian","Zulu",0.636363636363635
"Lithuanian","Zulu",0.454545454545454
"Kalmyk","Zulu",0.454545454545454
"Armenian","Zulu",0.545454545454546
"Kurdish (Sorani)","Zulu",0.454545454545454
"Abkhazian","Zulu",0.636363636363635
"Kabardian","Zulu",0.272727272727273
"Turkish","Zulu",0.454545454545454
"Ossetian","Zulu",0.454545454545454
"Hebrew","Zulu",0.636363636363635
"Sindhi","Zulu",0.545454545454546
"Eastern Punjabi","Zulu",0.545454545454546
"Kazakh","Zulu",0.503636363636364
