"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.546129032258065
"Tswana","Herero",0.612043010752688
"Shona","Herero",0.637849462365591
"Ndonga","Herero",0.560752688172043
"Swati","Herero",0.51741935483871
"Tsonga","Herero",0.628817204301075
"Venda","Herero",0.531827956989247
"Kongo","Herero",0.609677419354838
"Tumbuka","Herero",0.585806451612903
"Kikuyu","Herero",0.560537634408602
"Luganda","Herero",0.609354838709677
"Kinyarwanda","Herero",0.553763440860215
"Lingala","Herero",0.621182795698924
"Kirundi","Herero",0.606344086021505
"Igbo","Herero",0.63752688172043
"Bambara","Herero",0.620860215053763
"Tigrinya","Herero",0.68752688172043
"Afar","Herero",0.556451612903226
"Amharic","Herero",0.726451612903225
"Kanuri","Herero",0.625376344086021
"Wolof","Herero",0.594731182795699
"Egyptian Arabic","Herero",0.770215053763441
"Kabyle","Herero",0.660215053763441
"Latin","Herero",0.766881720430107
"Neapolitan","Herero",0.80483870967742
"Spanish","Herero",0.783655913978495
"English","Herero",0.829032258064516
"French","Herero",0.805913978494624
"Dutch","Herero",0.816344086021506
"Icelandic","Herero",0.699032258064516
"Irish","Herero",0.719247311827957
"Serbian","Herero",0.730752688172042
"Russian","Herero",0.75505376344086
"Bashkir","Herero",0.747096774193548
"Chuvash","Herero",0.757311827956989
"Erzya","Herero",0.743655913978495
"Estonian","Herero",0.744408602150538
"Gagauz","Herero",0.745806451612903
"Latvian","Herero",0.74258064516129
"Vepsian","Herero",0.706344086021505
"Czech","Herero",0.745376344086021
"Meadow Mari","Herero",0.726881720430107
"Bulgarian","Herero",0.700860215053763
"Belarusian","Herero",0.743225806451612
"Hungarian","Herero",0.734193548387096
"Lithuanian","Herero",0.727956989247312
"Kalmyk","Herero",0.586989247311828
"Armenian","Herero",0.692795698924731
"Kurdish (Sorani)","Herero",0.710860215053763
"Abkhazian","Herero",0.63
"Kabardian","Herero",0.62752688172043
"Turkish","Herero",0.723118279569892
"Ossetian","Herero",0.648064516129032
"Hebrew","Herero",0.708064516129032
"Sindhi","Herero",0.706344086021505
"Eastern Punjabi","Herero",0.746666666666666
"Kazakh","Herero",0.583225806451613
"Sakha","Herero",0.654193548387097
"Korean","Herero",0.739032258064516
"Chinese","Herero",0.754731182795699
"Nuosu","Herero",0.621182795698925
"Japanese","Herero",0.768279569892473
"Tibetan","Herero",0.73236559139785
"Bengali","Herero",0.813548387096774
"Kashmiri","Herero",0.738817204301075
"Gujarati","Herero",0.732043010752688
"Telugu","Herero",0.71010752688172
"Tamil","Herero",0.735806451612903
"Malayalam","Herero",0.711935483870968
"Sinhalese","Herero",0.739892473118279
"Burmese","Herero",0.82505376344086
"Vietnamese","Herero",0.755806451612903
"Khmer","Herero",0.760430107526881
"Malay","Herero",0.719892473118279
"Thai","Herero",0.754731182795699
"Cebuano","Herero",0.782150537634409
"Banyumasan","Herero",0.73752688172043
"Minangkabau","Herero",0.66752688172043
"Tetum","Herero",0.674408602150537
"Nauruan","Herero",0.699677419354838
"Chamorro","Herero",0.784408602150537
"Samoan","Herero",0.800860215053763
"Tongan","Herero",0.725268817204301
"Maori","Herero",0.747311827956989
"Hawaiian","Herero",0.773440860215053
"Tahitian","Herero",0.776021505376344
"Inupiak","Herero",0.643333333333334
"Cheyenne","Herero",0.629139784946236
"Choctaw","Herero",0.74010752688172
"Muscogee","Herero",0.748494623655914
"Cherokee","Herero",0.696451612903226
"Navajo","Herero",0.574516129032258
"Haitian","Herero",0.732903225806452
"Aymara","Herero",0.720537634408602
"Guarani","Herero",0.686774193548387
"Herero","Zulu",0.546129032258065
"Zulu","Zulu",0
"Tswana","Zulu",0.379247311827957
"Shona","Zulu",0.42741935483871
"Ndonga","Zulu",0.541397849462365
"Swati","Zulu",0.294623655913979
"Tsonga","Zulu",0.369139784946237
"Venda","Zulu",0.482795698924731
