"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.592499999999999
"Tswana","Herero",0.742142857142857
"Shona","Herero",0.771785714285714
"Ndonga","Herero",0.598928571428571
"Swati","Herero",0.592857142857142
"Tsonga","Herero",0.698571428571429
"Venda","Herero",0.562142857142857
"Kongo","Herero",0.569285714285714
"Tumbuka","Herero",0.5075
"Kikuyu","Herero",0.661428571428572
"Luganda","Herero",0.589285714285713
"Kinyarwanda","Herero",0.548928571428571
"Lingala","Herero",0.581785714285714
"Kirundi","Herero",0.579642857142856
"Igbo","Herero",0.628928571428572
"Bambara","Herero",0.548928571428571
"Tigrinya","Herero",0.799642857142857
"Afar","Herero",0.636428571428572
"Amharic","Herero",0.793571428571429
"Kanuri","Herero",0.661428571428572
"Wolof","Herero",0.482142857142857
"Egyptian Arabic","Herero",0.651071428571429
"Kabyle","Herero",0.658214285714287
"Latin","Herero",0.805714285714286
"Neapolitan","Herero",0.85
"Spanish","Herero",0.800714285714285
"English","Herero",0.849285714285714
"French","Herero",0.835
"Dutch","Herero",0.777142857142858
"Icelandic","Herero",0.684285714285715
"Irish","Herero",0.728214285714286
"Serbian","Herero",0.7175
"Russian","Herero",0.833928571428571
"Bashkir","Herero",0.762142857142857
"Chuvash","Herero",0.738214285714285
"Erzya","Herero",0.741071428571428
"Estonian","Herero",0.791785714285714
"Gagauz","Herero",0.819642857142856
"Latvian","Herero",0.681428571428572
"Vepsian","Herero",0.745357142857143
"Czech","Herero",0.731785714285714
"Meadow Mari","Herero",0.806785714285714
"Bulgarian","Herero",0.691428571428572
"Belarusian","Herero",0.805714285714285
"Hungarian","Herero",0.7275
"Lithuanian","Herero",0.695
"Kalmyk","Herero",0.736071428571429
"Armenian","Herero",0.8475
"Kurdish (Sorani)","Herero",0.724285714285714
"Abkhazian","Herero",0.7
"Kabardian","Herero",0.651071428571429
"Turkish","Herero",0.691428571428572
"Ossetian","Herero",0.691071428571429
"Hebrew","Herero",0.651071428571429
"Sindhi","Herero",0.687857142857143
"Eastern Punjabi","Herero",0.762857142857143
"Kazakh","Herero",0.625714285714286
"Sakha","Herero",0.738571428571429
"Korean","Herero",0.703571428571429
"Chinese","Herero",0.663214285714286
"Nuosu","Herero",0.668928571428572
"Japanese","Herero",0.696428571428572
"Tibetan","Herero",0.731428571428571
"Bengali","Herero",0.811785714285714
"Kashmiri","Herero",0.626428571428572
"Gujarati","Herero",0.628928571428572
"Telugu","Herero",0.556428571428571
"Tamil","Herero",0.590357142857142
"Malayalam","Herero",0.586428571428571
"Sinhalese","Herero",0.739285714285714
"Burmese","Herero",0.880714285714286
"Vietnamese","Herero",0.650714285714287
"Khmer","Herero",0.795714285714285
"Malay","Herero",0.726071428571429
"Thai","Herero",0.849285714285714
"Cebuano","Herero",0.765
"Banyumasan","Herero",0.865357142857143
"Minangkabau","Herero",0.665357142857144
"Tetum","Herero",0.736785714285714
"Nauruan","Herero",0.583928571428571
"Chamorro","Herero",0.803571428571428
"Samoan","Herero",0.805714285714285
"Tongan","Herero",0.661071428571429
"Maori","Herero",0.709285714285714
"Hawaiian","Herero",0.844642857142857
"Tahitian","Herero",0.805357142857142
"Inupiak","Herero",0.851428571428571
"Cheyenne","Herero",0.798928571428571
"Choctaw","Herero",0.810357142857142
"Muscogee","Herero",0.731785714285714
"Cherokee","Herero",0.663928571428572
"Navajo","Herero",0.696785714285715
"Haitian","Herero",0.812857142857143
"Aymara","Herero",0.742857142857143
"Guarani","Herero",0.763928571428572
"Herero","Zulu",0.592499999999999
"Zulu","Zulu",0
"Tswana","Zulu",0.562857142857142
"Shona","Zulu",0.443571428571429
"Ndonga","Zulu",0.690714285714286
"Swati","Zulu",0.336071428571429
"Tsonga","Zulu",0.328214285714286
"Venda","Zulu",0.488571428571429
"Kongo","Zulu",0.5275
"Tumbuka","Zulu",0.361071428571429
"Kikuyu","Zulu",0.164285714285714
"Luganda","Zulu",0.477857142857143
"Kinyarwanda","Zulu",0.306071428571429
"Lingala","Zulu",0.295714285714286
"Kirundi","Zulu",0.45
"Igbo","Zulu",0.4125
"Bambara","Zulu",0.4475
"Tigrinya","Zulu",0.553928571428571
"Afar","Zulu",0.252857142857143
"Amharic","Zulu",0.654285714285715
"Kanuri","Zulu",0.633214285714286
"Wolof","Zulu",0.513571428571428
"Egyptian Arabic","Zulu",0.557142857142857
"Kabyle","Zulu",0.376785714285714
"Latin","Zulu",0.666071428571429
"Neapolitan","Zulu",0.743571428571429
"Spanish","Zulu",0.666785714285715
"English","Zulu",0.741428571428571
"French","Zulu",0.665000000000001
"Dutch","Zulu",0.670357142857144
"Icelandic","Zulu",0.6325
"Irish","Zulu",0.626428571428572
"Serbian","Zulu",0.511785714285714
"Russian","Zulu",0.730357142857143
"Bashkir","Zulu",0.628214285714286
"Chuvash","Zulu",0.704285714285714
"Erzya","Zulu",0.558571428571428
"Estonian","Zulu",0.720714285714286
"Gagauz","Zulu",0.602857142857142
"Latvian","Zulu",0.6225
"Vepsian","Zulu",0.587142857142856
"Czech","Zulu",0.700714285714286
"Meadow Mari","Zulu",0.588214285714285
"Bulgarian","Zulu",0.6525
"Belarusian","Zulu",0.696428571428572
"Hungarian","Zulu",0.618214285714285
"Lithuanian","Zulu",0.663571428571429
"Kalmyk","Zulu",0.339285714285715
"Armenian","Zulu",0.661428571428572
"Kurdish (Sorani)","Zulu",0.522857142857142
"Abkhazian","Zulu",0.333214285714286
"Kabardian","Zulu",0.373928571428571
"Turkish","Zulu",0.451071428571429
"Ossetian","Zulu",0.299285714285714
"Hebrew","Zulu",0.521428571428571
"Sindhi","Zulu",0.439642857142858
"Eastern Punjabi","Zulu",0.556428571428571
"Kazakh","Zulu",0.255
"Sakha","Zulu",0.443571428571429
"Korean","Zulu",0.488928571428571
"Chinese","Zulu",0.38
"Nuosu","Zulu",0.482857142857143
"Japanese","Zulu",0.703571428571429
"Tibetan","Zulu",0.446428571428572
"Bengali","Zulu",0.493571428571429
"Kashmiri","Zulu",0.407857142857143
"Gujarati","Zulu",0.548928571428571
"Telugu","Zulu",0.406428571428572
"Tamil","Zulu",0.475357142857143
"Malayalam","Zulu",0.735714285714286
"Sinhalese","Zulu",0.762142857142857
"Burmese","Zulu",0.771785714285714
"Vietnamese","Zulu",0.368571428571429
"Khmer","Zulu",0.7
"Malay","Zulu",0.640357142857144
"Thai","Zulu",0.705714285714286
"Cebuano","Zulu",0.63
"Banyumasan","Zulu",0.735714285714286
"Minangkabau","Zulu",0.840714285714285
"Tetum","Zulu",0.734285714285714
"Nauruan","Zulu",0.718571428571428
"Chamorro","Zulu",0.59642857142857
"Samoan","Zulu",0.5425
"Tongan","Zulu",0.630714285714286
"Maori","Zulu",0.665357142857144
"Hawaiian","Zulu",0.649642857142858
"Tahitian","Zulu",0.616071428571428
"Inupiak","Zulu",0.6275
"Cheyenne","Zulu",0.663214285714287
"Choctaw","Zulu",0.693571428571429
"Muscogee","Zulu",0.632857142857143
"Cherokee","Zulu",0.658214285714286
"Navajo","Zulu",0.630714285714286
"Haitian","Zulu",0.665714285714287
"Aymara","Zulu",0.485357142857143
"Guarani","Zulu",0.657500000000001
"Herero","Tswana",0.742142857142857
"Zulu","Tswana",0.562857142857142
"Tswana","Tswana",0
"Shona","Tswana",0.635357142857144
"Ndonga","Tswana",0.708214285714286
"Swati","Tswana",0.634642857142858
"Tsonga","Tswana",0.642857142857144
"Venda","Tswana",0.535714285714285
"Kongo","Tswana",0.684285714285715
"Tumbuka","Tswana",0.452857142857143
"Kikuyu","Tswana",0.637142857142858
"Luganda","Tswana",0.714285714285714
"Kinyarwanda","Tswana",0.535714285714285
"Lingala","Tswana",0.593214285714285
"Kirundi","Tswana",0.607142857142856
"Igbo","Tswana",0.569642857142857
"Bambara","Tswana",0.601071428571427
"Tigrinya","Tswana",0.62
"Afar","Tswana",0.547142857142857
"Amharic","Tswana",0.75
"Kanuri","Tswana",0.641785714285716
"Wolof","Tswana",0.714285714285714
"Egyptian Arabic","Tswana",0.464285714285715
"Kabyle","Tswana",0.488928571428572
"Latin","Tswana",0.579285714285714
"Neapolitan","Tswana",0.714285714285714
"Spanish","Tswana",0.594285714285713
"English","Tswana",0.607142857142856
"French","Tswana",0.73
