"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.62090909090909
"Tswana","Herero",0.794545454545454
"Shona","Herero",0.510909090909091
"Ndonga","Herero",0.629999999999999
"Swati","Herero",0.621818181818181
"Tsonga","Herero",0.454545454545454
"Venda","Herero",0.535454545454546
"Kongo","Herero",0.521818181818182
"Tumbuka","Herero",0.531818181818182
"Kikuyu","Herero",0.454545454545454
"Luganda","Herero",0.545454545454546
"Kinyarwanda","Herero",0.622727272727272
"Lingala","Herero",0.421818181818182
"Kirundi","Herero",0.628181818181817
"Igbo","Herero",0.397272727272727
"Bambara","Herero",0.430909090909091
"Tigrinya","Herero",0.725454545454546
"Afar","Herero",0.459090909090909
"Amharic","Herero",0.634545454545453
"Kanuri","Herero",0.721818181818182
"Wolof","Herero",0.520909090909091
"Egyptian Arabic","Herero",0.818181818181818
"Kabyle","Herero",0.676363636363636
"Latin","Herero",0.629999999999999
"Neapolitan","Herero",0.726363636363637
"Spanish","Herero",0.755454545454545
"English","Herero",0.727272727272728
"French","Herero",0.726363636363637
"Dutch","Herero",0.727272727272728
"Icelandic","Herero",0.666363636363636
"Irish","Herero",0.721818181818182
"Serbian","Herero",0.727272727272728
"Russian","Herero",0.726363636363637
"Bashkir","Herero",0.802727272727273
"Chuvash","Herero",0.682727272727272
"Erzya","Herero",0.698181818181818
"Estonian","Herero",0.817272727272727
"Gagauz","Herero",0.510909090909091
"Latvian","Herero",0.726363636363637
"Vepsian","Herero",0.526363636363637
"Czech","Herero",0.722727272727273
"Meadow Mari","Herero",0.710909090909091
"Bulgarian","Herero",0.707272727272727
"Belarusian","Herero",0.717272727272727
"Hungarian","Herero",0.695454545454545
"Lithuanian","Herero",0.818181818181818
"Kalmyk","Herero",0.52
"Armenian","Herero",0.628181818181817
"Kurdish (Sorani)","Herero",0.629090909090908
"Abkhazian","Herero",0.540909090909092
"Kabardian","Herero",0.545454545454546
"Turkish","Herero",0.818181818181818
"Ossetian","Herero",0.563636363636364
"Hebrew","Herero",0.633636363636362
"Sindhi","Herero",0.727272727272728
"Eastern Punjabi","Herero",0.709090909090909
"Kazakh","Herero",0.48
"Sakha","Herero",0.545454545454546
"Korean","Herero",0.636363636363635
"Chinese","Herero",0.68
"Nuosu","Herero",0.368181818181818
"Japanese","Herero",0.818181818181818
"Tibetan","Herero",0.761818181818182
"Bengali","Herero",0.726363636363637
"Kashmiri","Herero",0.740909090909091
"Gujarati","Herero",0.717272727272727
"Telugu","Herero",0.782727272727272
"Tamil","Herero",0.774545454545454
"Malayalam","Herero",0.818181818181818
"Sinhalese","Herero",0.795454545454545
"Burmese","Herero",0.636363636363635
"Vietnamese","Herero",0.636363636363635
"Khmer","Herero",0.727272727272728
"Malay","Herero",0.566363636363637
"Thai","Herero",0.636363636363635
"Cebuano","Herero",0.726363636363637
"Banyumasan","Herero",0.727272727272728
"Minangkabau","Herero",0.454545454545454
"Tetum","Herero",0.636363636363635
"Nauruan","Herero",0.649999999999999
"Chamorro","Herero",0.691818181818181
"Samoan","Herero",0.636363636363635
"Tongan","Herero",0.616363636363635
"Maori","Herero",0.636363636363635
"Hawaiian","Herero",0.545454545454546
"Tahitian","Herero",0.619090909090908
"Inupiak","Herero",0.474545454545454
"Cheyenne","Herero",0.727272727272728
"Choctaw","Herero",0.698181818181818
"Muscogee","Herero",0.727272727272728
"Cherokee","Herero",0.719090909090909
"Navajo","Herero",0.454545454545454
"Haitian","Herero",0.515454545454546
"Aymara","Herero",0.552727272727273
"Guarani","Herero",0.584545454545454
"Herero","Zulu",0.62090909090909
"Zulu","Zulu",0
"Tswana","Zulu",0.493636363636364
"Shona","Zulu",0.539090909090909
"Ndonga","Zulu",0.685454545454545
"Swati","Zulu",0.101818181818182
"Tsonga","Zulu",0.318181818181818
"Venda","Zulu",0.385454545454546
"Kongo","Zulu",0.623636363636362
"Tumbuka","Zulu",0.390909090909091
"Kikuyu","Zulu",0.533636363636364
"Luganda","Zulu",0.51
"Kinyarwanda","Zulu",0.493636363636364
"Lingala","Zulu",0.576363636363636
"Kirundi","Zulu",0.480909090909091
"Igbo","Zulu",0.609090909090908
"Bambara","Zulu",0.609999999999999
"Tigrinya","Zulu",0.868181818181817
"Afar","Zulu",0.61090909090909
"Amharic","Zulu",0.679090909090909
"Kanuri","Zulu",0.585454545454545
"Wolof","Zulu",0.770909090909091
"Egyptian Arabic","Zulu",0.785454545454546
"Kabyle","Zulu",0.634545454545454
"Latin","Zulu",0.681818181818181
"Neapolitan","Zulu",0.417272727272727
"Spanish","Zulu",0.448181818181818
"English","Zulu",0.421818181818182
"French","Zulu",0.425454545454545
"Dutch","Zulu",0.420909090909091
"Icelandic","Zulu",0.666363636363636
"Irish","Zulu",0.503636363636364
"Serbian","Zulu",0.420909090909091
"Russian","Zulu",0.504545454545455
"Bashkir","Zulu",0.604545454545454
"Chuvash","Zulu",0.612727272727272
"Erzya","Zulu",0.709090909090909
"Estonian","Zulu",0.603636363636363
"Gagauz","Zulu",0.612727272727272
"Latvian","Zulu",0.692727272727272
"Vepsian","Zulu",0.619090909090908
"Czech","Zulu",0.414545454545454
"Meadow Mari","Zulu",0.505454545454546
"Bulgarian","Zulu",0.377272727272727
"Belarusian","Zulu",0.496363636363637
"Hungarian","Zulu",0.358181818181818
"Lithuanian","Zulu",0.507272727272728
"Kalmyk","Zulu",0.278181818181818
"Armenian","Zulu",0.422727272727273
"Kurdish (Sorani)","Zulu",0.224545454545455
"Abkhazian","Zulu",0.702727272727273
"Kabardian","Zulu",0.437272727272727
"Turkish","Zulu",0.517272727272728
"Ossetian","Zulu",0.432727272727273
"Hebrew","Zulu",0.592727272727272
"Sindhi","Zulu",0.541818181818182
"Eastern Punjabi","Zulu",0.316363636363636
"Kazakh","Zulu",0.393636363636364
"Sakha","Zulu",0.672727272727272
"Korean","Zulu",0.785454545454546
"Chinese","Zulu",0.573636363636364
"Nuosu","Zulu",0.389090909090909
"Japanese","Zulu",0.603636363636363
"Tibetan","Zulu",0.726363636363636
"Bengali","Zulu",0.413636363636363
"Kashmiri","Zulu",0.502727272727273
"Gujarati","Zulu",0.498181818181818
"Telugu","Zulu",0.446363636363637
"Tamil","Zulu",0.47909090909091
"Malayalam","Zulu",0.603636363636363
"Sinhalese","Zulu",0.47
"Burmese","Zulu",0.60090909090909
"Vietnamese","Zulu",0.694545454545454
"Khmer","Zulu",0.694545454545454
"Malay","Zulu",0.459090909090909
"Thai","Zulu",0.512727272727273
"Cebuano","Zulu",0.514545454545455
"Banyumasan","Zulu",0.512727272727273
"Minangkabau","Zulu",0.624545454545453
"Tetum","Zulu",0.723636363636364
"Nauruan","Zulu",0.363636363636364
"Chamorro","Zulu",0.532727272727273
"Samoan","Zulu",0.21
"Tongan","Zulu",0.234545454545455
"Maori","Zulu",0.391818181818182
"Hawaiian","Zulu",0.445454545454545
"Tahitian","Zulu",0.225454545454546
"Inupiak","Zulu",0.527272727272728
"Cheyenne","Zulu",0.541818181818183
"Choctaw","Zulu",0.517272727272728
"Muscogee","Zulu",0.504545454545455
"Cherokee","Zulu",0.49
"Navajo","Zulu",0.716363636363637
"Haitian","Zulu",0.557272727272727
"Aymara","Zulu",0.486363636363637
"Guarani","Zulu",0.391818181818182
"Herero","Tswana",0.794545454545454
"Zulu","Tswana",0.493636363636364
"Tswana","Tswana",0
"Shona","Tswana",0.67
"Ndonga","Tswana",0.790909090909091
"Swati","Tswana",0.5
"Tsonga","Tswana",0.524545454545455
"Venda","Tswana",0.579090909090909
"Kongo","Tswana",0.892727272727271
"Tumbuka","Tswana",0.571818181818182
"Kikuyu","Tswana",0.701818181818182
"Luganda","Tswana",0.888181818181817
"Kinyarwanda","Tswana",0.585454545454545
"Lingala","Tswana",0.75
"Kirundi","Tswana",0.591818181818182
"Igbo","Tswana",0.775454545454545
"Bambara","Tswana",0.774545454545455
"Tigrinya","Tswana",0.692727272727272
"Afar","Tswana",0.706363636363636
"Amharic","Tswana",0.887272727272726
"Kanuri","Tswana",0.874545454545453
"Wolof","Tswana",0.596363636363636
"Egyptian Arabic","Tswana",0.889090909090908
"Kabyle","Tswana",0.882727272727271
"Latin","Tswana",0.876363636363635
"Neapolitan","Tswana",0.706363636363636
"Spanish","Tswana",0.699090909090909
"English","Tswana",0.707272727272727
"French","Tswana",0.710909090909091
"Dutch","Tswana",0.705454545454545
"Icelandic","Tswana",0.589090909090909
"Irish","Tswana",0.607272727272727
"Serbian","Tswana",0.705454545454545
"Russian","Tswana",0.707272727272727
"Bashkir","Tswana",0.708181818181818
"Chuvash","Tswana",0.7
"Erzya","Tswana",0.702727272727273
"Estonian","Tswana",0.706363636363636
"Gagauz","Tswana",0.790909090909091
"Latvian","Tswana",0.798181818181818
"Vepsian","Tswana",0.796363636363636
"Czech","Tswana",0.7
"Meadow Mari","Tswana",0.593636363636363
"Bulgarian","Tswana",0.663636363636363
"Belarusian","Tswana",0.668181818181818
"Hungarian","Tswana",0.639999999999999
"Lithuanian","Tswana",0.704545454545454
"Kalmyk","Tswana",0.655454545454545
"Armenian","Tswana",0.697272727272727
"Kurdish (Sorani)","Tswana",0.397272727272727
"Abkhazian","Tswana",0.871818181818181
"Kabardian","Tswana",0.682727272727272
"Turkish","Tswana",0.702727272727273
