"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.88
"Tswana","Herero",0.778333333333334
"Shona","Herero",0.916666666666666
"Ndonga","Herero",0.723333333333333
"Swati","Herero",0.723333333333333
"Tsonga","Herero",0.875
"Venda","Herero",0.923333333333333
"Kongo","Herero",0.873333333333333
"Tumbuka","Herero",0.835
"Kikuyu","Herero",0.886666666666667
"Luganda","Herero",0.678333333333333
"Kinyarwanda","Herero",0.656666666666667
"Lingala","Herero",0.783333333333333
"Kirundi","Herero",0.8
"Igbo","Herero",0.863333333333333
"Bambara","Herero",0.685
"Tigrinya","Herero",0.88
"Afar","Herero",0.641666666666666
"Amharic","Herero",0.851666666666666
"Kanuri","Herero",0.905
"Wolof","Herero",0.898333333333333
"Egyptian Arabic","Herero",0.853333333333333
"Kabyle","Herero",0.726666666666667
"Latin","Herero",0.883333333333333
"Neapolitan","Herero",0.943333333333333
"Spanish","Herero",0.885
"English","Herero",0.94
"French","Herero",0.876666666666666
"Dutch","Herero",0.935
"Icelandic","Herero",0.903333333333333
"Irish","Herero",0.879999999999999
"Serbian","Herero",0.871666666666666
"Russian","Herero",0.921666666666666
"Bashkir","Herero",0.685
"Chuvash","Herero",0.924999999999999
"Erzya","Herero",0.916666666666667
"Estonian","Herero",0.716666666666667
"Gagauz","Herero",0.963333333333333
"Latvian","Herero",0.871666666666667
"Vepsian","Herero",0.956666666666666
"Czech","Herero",0.893333333333333
"Meadow Mari","Herero",0.915
"Bulgarian","Herero",0.923333333333333
"Belarusian","Herero",0.913333333333333
"Hungarian","Herero",0.878333333333333
"Lithuanian","Herero",0.891666666666666
"Kalmyk","Herero",0.858333333333334
"Armenian","Herero",0.936666666666666
"Kurdish (Sorani)","Herero",0.861666666666666
"Abkhazian","Herero",0.756666666666667
"Kabardian","Herero",0.738333333333333
"Turkish","Herero",0.708333333333333
"Ossetian","Herero",0.893333333333333
"Hebrew","Herero",0.853333333333333
"Sindhi","Herero",0.683333333333333
"Eastern Punjabi","Herero",0.85
"Kazakh","Herero",0.751666666666667
"Sakha","Herero",0.913333333333333
"Korean","Herero",0.906666666666666
"Chinese","Herero",0.88
"Nuosu","Herero",0.911666666666667
"Japanese","Herero",0.845
"Tibetan","Herero",0.87
"Bengali","Herero",0.896666666666666
"Kashmiri","Herero",0.906666666666666
"Gujarati","Herero",0.885
"Telugu","Herero",0.891666666666667
"Tamil","Herero",0.889999999999999
"Malayalam","Herero",0.883333333333333
"Sinhalese","Herero",0.93
"Burmese","Herero",0.9
"Vietnamese","Herero",0.826666666666667
"Khmer","Herero",0.67
"Malay","Herero",0.71
"Thai","Herero",0.891666666666666
"Cebuano","Herero",0.885
"Banyumasan","Herero",0.828333333333333
"Minangkabau","Herero",0.586666666666666
"Tetum","Herero",0.72
"Nauruan","Herero",0.835
"Chamorro","Herero",0.898333333333333
"Samoan","Herero",0.855
"Tongan","Herero",0.875
"Maori","Herero",0.933333333333333
"Hawaiian","Herero",0.898333333333333
"Tahitian","Herero",0.881666666666667
"Inupiak","Herero",0.93
"Cheyenne","Herero",0.851666666666666
"Choctaw","Herero",0.895
"Muscogee","Herero",0.843333333333333
"Cherokee","Herero",0.876666666666666
"Navajo","Herero",0.875
"Haitian","Herero",0.781666666666667
"Aymara","Herero",0.96
"Guarani","Herero",0.875
"Herero","Zulu",0.88
"Zulu","Zulu",0
"Tswana","Zulu",0.746666666666666
"Shona","Zulu",0.69
"Ndonga","Zulu",0.86
"Swati","Zulu",0.885
"Tsonga","Zulu",0.815
"Venda","Zulu",0.923333333333333
"Kongo","Zulu",0.84
"Tumbuka","Zulu",0.661666666666667
"Kikuyu","Zulu",0.743333333333334
"Luganda","Zulu",0.65
"Kinyarwanda","Zulu",0.681666666666666
"Lingala","Zulu",0.81
"Kirundi","Zulu",0.686666666666667
"Igbo","Zulu",0.678333333333333
"Bambara","Zulu",0.905
"Tigrinya","Zulu",0.871666666666667
"Afar","Zulu",0.858333333333333
"Amharic","Zulu",0.84
"Kanuri","Zulu",0.901666666666666
"Wolof","Zulu",0.85
"Egyptian Arabic","Zulu",0.72
"Kabyle","Zulu",0.885
"Latin","Zulu",0.77
"Neapolitan","Zulu",0.746666666666666
"Spanish","Zulu",0.731666666666667
"English","Zulu",0.736666666666666
"French","Zulu",0.708333333333333
"Dutch","Zulu",0.743333333333333
"Icelandic","Zulu",0.725
"Irish","Zulu",0.716666666666666
"Serbian","Zulu",0.715
"Russian","Zulu",0.726666666666667
"Bashkir","Zulu",0.86
"Chuvash","Zulu",0.721666666666666
"Erzya","Zulu",0.688333333333333
"Estonian","Zulu",0.715
"Gagauz","Zulu",0.75
"Latvian","Zulu",0.71
"Vepsian","Zulu",0.738333333333333
"Czech","Zulu",0.716666666666667
"Meadow Mari","Zulu",0.74
"Bulgarian","Zulu",0.74
"Belarusian","Zulu",0.72
"Hungarian","Zulu",0.718333333333333
"Lithuanian","Zulu",0.706666666666667
"Kalmyk","Zulu",0.74
"Armenian","Zulu",0.706666666666667
"Kurdish (Sorani)","Zulu",0.893333333333333
"Abkhazian","Zulu",0.801666666666666
"Kabardian","Zulu",0.873333333333333
"Turkish","Zulu",0.891666666666667
"Ossetian","Zulu",0.703333333333333
"Hebrew","Zulu",0.72
"Sindhi","Zulu",0.845
"Eastern Punjabi","Zulu",0.695
"Kazakh","Zulu",0.9
"Sakha","Zulu",0.546666666666666
"Korean","Zulu",0.598333333333333
"Chinese","Zulu",0.73
"Nuosu","Zulu",0.736666666666667
"Japanese","Zulu",0.703333333333333
"Tibetan","Zulu",0.566666666666667
"Bengali","Zulu",0.756666666666666
"Kashmiri","Zulu",0.913333333333333
"Gujarati","Zulu",0.741666666666666
"Telugu","Zulu",0.76
"Tamil","Zulu",0.735
"Malayalam","Zulu",0.725
"Sinhalese","Zulu",0.55
"Burmese","Zulu",0.585
"Vietnamese","Zulu",0.536666666666667
"Khmer","Zulu",0.75
"Malay","Zulu",0.726666666666667
"Thai","Zulu",0.546666666666667
"Cebuano","Zulu",0.726666666666667
"Banyumasan","Zulu",0.75
"Minangkabau","Zulu",0.876666666666667
"Tetum","Zulu",0.876666666666667
"Nauruan","Zulu",0.668333333333334
"Chamorro","Zulu",0.736666666666667
"Samoan","Zulu",0.785
"Tongan","Zulu",0.926666666666667
"Maori","Zulu",0.588333333333333
"Hawaiian","Zulu",0.828333333333333
"Tahitian","Zulu",0.67
"Inupiak","Zulu",0.745
"Cheyenne","Zulu",0.745
"Choctaw","Zulu",0.705
"Muscogee","Zulu",0.706666666666667
"Cherokee","Zulu",0.7
"Navajo","Zulu",0.593333333333333
"Haitian","Zulu",0.756666666666666
"Aymara","Zulu",0.755
"Guarani","Zulu",0.716666666666666
"Herero","Tswana",0.778333333333334
"Zulu","Tswana",0.746666666666666
"Tswana","Tswana",0
"Shona","Tswana",0.631666666666666
"Ndonga","Tswana",0.976666666666666
"Swati","Tswana",0.961666666666666
"Tsonga","Tswana",0.983333333333333
"Venda","Tswana",0.833333333333333
"Kongo","Tswana",0.973333333333333
"Tumbuka","Tswana",0.946666666666666
"Kikuyu","Tswana",0.639999999999999
"Luganda","Tswana",0.833333333333333
"Kinyarwanda","Tswana",0.833333333333333
"Lingala","Tswana",0.933333333333333
"Kirundi","Tswana",1
"Igbo","Tswana",0.825
"Bambara","Tswana",0.805
"Tigrinya","Tswana",0.726666666666666
"Afar","Tswana",0.611666666666666
"Amharic","Tswana",0.833333333333333
"Kanuri","Tswana",0.831666666666666
"Wolof","Tswana",0.666666666666666
"Egyptian Arabic","Tswana",0.833333333333333
"Kabyle","Tswana",0.788333333333333
"Latin","Tswana",0.881666666666666
"Neapolitan","Tswana",0.661666666666666
"Spanish","Tswana",0.773333333333333
"English","Tswana",0.495
"French","Tswana",0.738333333333333
"Dutch","Tswana",0.785
"Icelandic","Tswana",0.761666666666667
"Irish","Tswana",0.766666666666667
"Serbian","Tswana",0.773333333333333
"Russian","Tswana",0.573333333333333
"Bashkir","Tswana",0.736666666666667
"Chuvash","Tswana",0.59
"Erzya","Tswana",0.725
"Estonian","Tswana",0.76
"Gagauz","Tswana",0.656666666666666
"Latvian","Tswana",0.735
"Vepsian","Tswana",0.663333333333333
"Czech","Tswana",0.738333333333333
"Meadow Mari","Tswana",0.711666666666667
"Bulgarian","Tswana",0.629999999999999
"Belarusian","Tswana",0.725
"Hungarian","Tswana",0.771666666666667
"Lithuanian","Tswana",0.738333333333333
"Kalmyk","Tswana",0.806666666666667
"Armenian","Tswana",0.771666666666667
"Kurdish (Sorani)","Tswana",0.798333333333333
"Abkhazian","Tswana",0.745
"Kabardian","Tswana",0.791666666666666
"Turkish","Tswana",0.785
"Ossetian","Tswana",0.778333333333333
"Hebrew","Tswana",0.833333333333333
"Sindhi","Tswana",0.77
"Eastern Punjabi","Tswana",0.768333333333333
"Kazakh","Tswana",0.643333333333333
"Sakha","Tswana",0.975
"Korean","Tswana",0.748333333333333
"Chinese","Tswana",0.888333333333333
"Nuosu","Tswana",0.956666666666666
"Japanese","Tswana",0.833333333333333
"Tibetan","Tswana",0.91
"Bengali","Tswana",0.933333333333333
"Kashmiri","Tswana",0.833333333333333
"Gujarati","Tswana",0.943333333333333
"Telugu","Tswana",0.796666666666666
"Tamil","Tswana",0.873333333333333
"Malayalam","Tswana",0.811666666666667
"Sinhalese","Tswana",0.826666666666666
"Burmese","Tswana",0.773333333333334
"Vietnamese","Tswana",1
"Khmer","Tswana",0.77
"Malay","Tswana",0.791666666666667
"Thai","Tswana",0.666666666666666
"Cebuano","Tswana",0.783333333333333
"Banyumasan","Tswana",1
