"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.543076923076923
"Tswana","Herero",0.676153846153847
"Shona","Herero",0.632307692307692
"Ndonga","Herero",0.609615384615385
"Swati","Herero",0.538076923076923
"Tsonga","Herero",0.596923076923077
"Venda","Herero",0.560000000000001
"Kongo","Herero",0.653076923076923
"Tumbuka","Herero",0.523846153846154
"Kikuyu","Herero",0.584615384615385
"Luganda","Herero",0.493461538461538
"Kinyarwanda","Herero",0.523076923076923
"Lingala","Herero",0.575384615384615
"Kirundi","Herero",0.521153846153846
"Igbo","Herero",0.585
"Bambara","Herero",0.590769230769231
"Tigrinya","Herero",0.659230769230769
"Afar","Herero",0.515769230769231
"Amharic","Herero",0.596153846153846
"Kanuri","Herero",0.638846153846154
"Wolof","Herero",0.606538461538462
"Egyptian Arabic","Herero",0.779615384615384
"Kabyle","Herero",0.706923076923077
"Latin","Herero",0.732307692307692
"Neapolitan","Herero",0.792307692307692
"Spanish","Herero",0.806923076923076
"English","Herero",0.804999999999999
"French","Herero",0.788076923076923
"Dutch","Herero",0.760769230769231
"Icelandic","Herero",0.701153846153846
"Irish","Herero",0.745769230769231
"Serbian","Herero",0.760769230769231
"Russian","Herero",0.78076923076923
"Bashkir","Herero",0.749230769230769
"Chuvash","Herero",0.701923076923077
"Erzya","Herero",0.753076923076923
"Estonian","Herero",0.787307692307692
"Gagauz","Herero",0.639230769230769
"Latvian","Herero",0.754615384615385
"Vepsian","Herero",0.631923076923077
"Czech","Herero",0.747307692307692
"Meadow Mari","Herero",0.692692307692308
"Bulgarian","Herero",0.692692307692308
"Belarusian","Herero",0.71
"Hungarian","Herero",0.693076923076923
"Lithuanian","Herero",0.739230769230769
"Kalmyk","Herero",0.638846153846154
"Armenian","Herero",0.658076923076923
"Kurdish (Sorani)","Herero",0.666923076923077
"Abkhazian","Herero",0.678076923076923
"Kabardian","Herero",0.623076923076923
"Turkish","Herero",0.783076923076923
"Ossetian","Herero",0.658461538461539
"Hebrew","Herero",0.626153846153846
"Sindhi","Herero",0.695384615384616
"Eastern Punjabi","Herero",0.725
"Kazakh","Herero",0.612692307692308
"Sakha","Herero",0.640384615384616
"Korean","Herero",0.700384615384616
"Chinese","Herero",0.722692307692308
"Nuosu","Herero",0.573846153846154
"Japanese","Herero",0.760384615384615
"Tibetan","Herero",0.725769230769231
"Bengali","Herero",0.790769230769231
"Kashmiri","Herero",0.798461538461538
"Gujarati","Herero",0.705000000000001
"Telugu","Herero",0.774230769230769
"Tamil","Herero",0.772307692307692
"Malayalam","Herero",0.829615384615384
"Sinhalese","Herero",0.737692307692308
"Burmese","Herero",0.745384615384615
"Vietnamese","Herero",0.759615384615385
"Khmer","Herero",0.785
"Malay","Herero",0.66423076923077
"Thai","Herero",0.715769230769231
"Cebuano","Herero",0.795384615384615
"Banyumasan","Herero",0.703076923076923
"Minangkabau","Herero",0.649230769230769
"Tetum","Herero",0.700769230769231
"Nauruan","Herero",0.647307692307692
"Chamorro","Herero",0.766923076923077
"Samoan","Herero",0.739230769230769
"Tongan","Herero",0.674615384615385
"Maori","Herero",0.654230769230769
"Hawaiian","Herero",0.674615384615385
"Tahitian","Herero",0.649615384615385
"Inupiak","Herero",0.588461538461539
"Cheyenne","Herero",0.52923076923077
"Choctaw","Herero",0.661923076923077
"Muscogee","Herero",0.706153846153847
"Cherokee","Herero",0.678846153846154
"Navajo","Herero",0.499230769230769
"Haitian","Herero",0.613846153846154
"Aymara","Herero",0.621923076923077
"Guarani","Herero",0.627692307692308
"Herero","Zulu",0.543076923076923
"Zulu","Zulu",0
"Tswana","Zulu",0.53
"Shona","Zulu",0.516153846153846
"Ndonga","Zulu",0.564615384615385
"Swati","Zulu",0.208461538461538
"Tsonga","Zulu",0.410384615384615
"Venda","Zulu",0.484230769230769
"Kongo","Zulu",0.582692307692308
"Tumbuka","Zulu",0.489230769230769
"Kikuyu","Zulu",0.509615384615385
"Luganda","Zulu",0.491923076923077
"Kinyarwanda","Zulu",0.407692307692307
"Lingala","Zulu",0.636923076923077
"Kirundi","Zulu",0.411153846153846
"Igbo","Zulu",0.655769230769231
"Bambara","Zulu",0.679615384615385
"Tigrinya","Zulu",0.695769230769231
"Afar","Zulu",0.492692307692308
"Amharic","Zulu",0.647692307692308
"Kanuri","Zulu",0.553846153846155
"Wolof","Zulu",0.592307692307693
"Egyptian Arabic","Zulu",0.796923076923077
"Kabyle","Zulu",0.719615384615385
"Latin","Zulu",0.756538461538462
"Neapolitan","Zulu",0.698846153846154
"Spanish","Zulu",0.710384615384616
"English","Zulu",0.705769230769231
"French","Zulu",0.693461538461539
"Dutch","Zulu",0.666923076923077
"Icelandic","Zulu",0.731538461538461
"Irish","Zulu",0.609615384615385
"Serbian","Zulu",0.659615384615385
"Russian","Zulu",0.686538461538462
"Bashkir","Zulu",0.691538461538462
"Chuvash","Zulu",0.663076923076923
"Erzya","Zulu",0.787692307692307
"Estonian","Zulu",0.652692307692308
"Gagauz","Zulu",0.67423076923077
"Latvian","Zulu",0.737692307692308
"Vepsian","Zulu",0.683076923076923
"Czech","Zulu",0.644230769230769
"Meadow Mari","Zulu",0.591538461538462
"Bulgarian","Zulu",0.584615384615385
"Belarusian","Zulu",0.605
"Hungarian","Zulu",0.565769230769231
"Lithuanian","Zulu",0.631153846153846
"Kalmyk","Zulu",0.459230769230769
"Armenian","Zulu",0.603846153846154
"Kurdish (Sorani)","Zulu",0.530384615384616
"Abkhazian","Zulu",0.595769230769231
"Kabardian","Zulu",0.570384615384616
"Turkish","Zulu",0.660384615384616
"Ossetian","Zulu",0.549615384615385
"Hebrew","Zulu",0.67
"Sindhi","Zulu",0.622307692307692
"Eastern Punjabi","Zulu",0.631153846153846
"Kazakh","Zulu",0.5
"Sakha","Zulu",0.620769230769231
"Korean","Zulu",0.792307692307692
"Chinese","Zulu",0.680384615384616
"Nuosu","Zulu",0.502307692307693
"Japanese","Zulu",0.701923076923077
"Tibetan","Zulu",0.726538461538462
"Bengali","Zulu",0.690384615384616
"Kashmiri","Zulu",0.697692307692308
"Gujarati","Zulu",0.607307692307693
"Telugu","Zulu",0.626538461538462
"Tamil","Zulu",0.635384615384616
"Malayalam","Zulu",0.732307692307693
"Sinhalese","Zulu",0.595769230769231
"Burmese","Zulu",0.720769230769231
"Vietnamese","Zulu",0.780769230769231
"Khmer","Zulu",0.759230769230769
"Malay","Zulu",0.610769230769231
"Thai","Zulu",0.656923076923077
"Cebuano","Zulu",0.695000000000001
"Banyumasan","Zulu",0.598846153846154
"Minangkabau","Zulu",0.723461538461539
"Tetum","Zulu",0.725
"Nauruan","Zulu",0.486538461538462
"Chamorro","Zulu",0.696538461538462
"Samoan","Zulu",0.552307692307693
"Tongan","Zulu",0.511923076923077
"Maori","Zulu",0.54423076923077
"Hawaiian","Zulu",0.630769230769231
"Tahitian","Zulu",0.477307692307692
"Inupiak","Zulu",0.647307692307692
"Cheyenne","Zulu",0.566153846153847
"Choctaw","Zulu",0.576153846153846
"Muscogee","Zulu",0.616153846153846
"Cherokee","Zulu",0.619230769230769
"Navajo","Zulu",0.64
"Haitian","Zulu",0.626153846153846
"Aymara","Zulu",0.579615384615385
"Guarani","Zulu",0.542692307692308
"Herero","Tswana",0.676153846153847
"Zulu","Tswana",0.53
"Tswana","Tswana",0
"Shona","Tswana",0.603076923076923
"Ndonga","Tswana",0.584615384615385
"Swati","Tswana",0.52
"Tsonga","Tswana",0.545384615384616
"Venda","Tswana",0.459615384615384
"Kongo","Tswana",0.782692307692307
"Tumbuka","Tswana",0.481153846153846
"Kikuyu","Tswana",0.679230769230769
"Luganda","Tswana",0.664230769230769
"Kinyarwanda","Tswana",0.500384615384615
"Lingala","Tswana",0.684230769230769
"Kirundi","Tswana",0.501538461538462
"Igbo","Tswana",0.668461538461539
"Bambara","Tswana",0.607307692307693
"Tigrinya","Tswana",0.473076923076923
"Afar","Tswana",0.655
"Amharic","Tswana",0.650384615384616
"Kanuri","Tswana",0.466538461538461
"Wolof","Tswana",0.556923076923077
"Egyptian Arabic","Tswana",0.799999999999999
"Kabyle","Tswana",0.751153846153846
"Latin","Tswana",0.801538461538461
"Neapolitan","Tswana",0.739230769230769
"Spanish","Tswana",0.772307692307692
"English","Tswana",0.755
"French","Tswana",0.781923076923077
"Dutch","Tswana",0.751153846153846
"Icelandic","Tswana",0.670384615384615
"Irish","Tswana",0.658076923076923
"Serbian","Tswana",0.666538461538462
"Russian","Tswana",0.733461538461538
"Bashkir","Tswana",0.703846153846154
"Chuvash","Tswana",0.632307692307692
"Erzya","Tswana",0.739230769230769
"Estonian","Tswana",0.696923076923078
"Gagauz","Tswana",0.676153846153846
"Latvian","Tswana",0.777692307692307
"Vepsian","Tswana",0.755
"Czech","Tswana",0.722307692307693
"Meadow Mari","Tswana",0.597307692307692
"Bulgarian","Tswana",0.622692307692308
"Belarusian","Tswana",0.603846153846154
"Hungarian","Tswana",0.638846153846154
"Lithuanian","Tswana",0.678461538461539
"Kalmyk","Tswana",0.696153846153847
"Armenian","Tswana",0.675769230769231
"Kurdish (Sorani)","Tswana",0.56
"Abkhazian","Tswana",0.75076923076923
"Kabardian","Tswana",0.627307692307693
"Turkish","Tswana",0.699230769230769
"Ossetian","Tswana",0.702307692307693
"Hebrew","Tswana",0.681923076923077
"Sindhi","Tswana",0.582307692307692
"Eastern Punjabi","Tswana",0.593076923076924
"Kazakh","Tswana",0.725
"Sakha","Tswana",0.796153846153846
"Korean","Tswana",0.76076923076923
"Chinese","Tswana",0.683846153846154
"Nuosu","Tswana",0.71
"Japanese","Tswana",0.670384615384616
"Tibetan","Tswana",0.739230769230769
"Bengali","Tswana",0.615
"Kashmiri","Tswana",0.738461538461539
"Gujarati","Tswana",0.65
"Telugu","Tswana",0.671538461538462
"Tamil","Tswana",0.665769230769231
"Malayalam","Tswana",0.697307692307693
"Sinhalese","Tswana",0.632307692307692
"Burmese","Tswana",0.805769230769231
"Vietnamese","Tswana",0.786538461538461
"Khmer","Tswana",0.767307692307692
"Malay","Tswana",0.653846153846154
"Thai","Tswana",0.705000000000001
"Cebuano","Tswana",0.741923076923077
"Banyumasan","Tswana",0.575384615384616
"Minangkabau","Tswana",0.708846153846154
"Tetum","Tswana",0.685
"Nauruan","Tswana",0.613846153846154
"Chamorro","Tswana",0.734230769230769
"Samoan","Tswana",0.564615384615385
"Tongan","Tswana",0.517692307692308
"Maori","Tswana",0.596538461538462
"Hawaiian","Tswana",0.608846153846154
"Tahitian","Tswana",0.527692307692308
"Inupiak","Tswana",0.692307692307693
"Cheyenne","Tswana",0.608461538461539
"Choctaw","Tswana",0.621538461538461
"Muscogee","Tswana",0.606923076923077
"Cherokee","Tswana",0.601153846153847
"Navajo","Tswana",0.718846153846154
"Haitian","Tswana",0.708076923076923
"Aymara","Tswana",0.586923076923077
"Guarani","Tswana",0.581923076923077
"Herero","Shona",0.632307692307692
"Zulu","Shona",0.516153846153846
"Tswana","Shona",0.603076923076923
"Shona","Shona",0
"Ndonga","Shona",0.597307692307692
"Swati","Shona",0.496923076923077
"Tsonga","Shona",0.332692307692307
"Venda","Shona",0.503461538461538
"Kongo","Shona",0.631923076923077
"Tumbuka","Shona",0.496538461538462
"Kikuyu","Shona",0.66
"Luganda","Shona",0.617692307692308
"Kinyarwanda","Shona",0.628076923076923
